id,name,population,state,state_id
1624,McCone,1675,Montana,27
1625,Madison,8768,Montana,27
1626,Meagher,1866,Montana,27
1627,Mineral,4316,Montana,27
1628,Missoula,118791,Montana,27
1629,Musselshell,4651,Montana,27
1630,Park,16736,Montana,27
1631,Petroleum,513,Montana,27
1632,Phillips,4074,Montana,27
1633,Pondera,5972,Montana,27
1634,Powder River,1716,Montana,27
1635,Powell,6968,Montana,27
1636,Prairie,1087,Montana,27
1637,Ravalli,43172,Montana,27
1638,Richland,10913,Montana,27
1639,Roosevelt,11059,Montana,27
1640,Rosebud,9063,Montana,27
1641,Sanders,11844,Montana,27
1642,Sheridan,3424,Montana,27
1643,Silver Bow,34993,Montana,27
1644,Stillwater,9534,Montana,27
1645,Sweet Grass,3710,Montana,27
1646,Teton,6162,Montana,27
1647,Toole,4853,Montana,27
1648,Treasure,679,Montana,27
1649,Valley,7437,Montana,27
1650,Wheatland,2236,Montana,27
1651,Wibaux,1034,Montana,27
1652,Yellowstone,160137,Montana,27
1653,Adams,31511,Nebraska,28
1654,Antelope,6336,Nebraska,28
1655,Arthur,465,Nebraska,28
1656,Banner,730,Nebraska,28
1657,Blaine,476,Nebraska,28
1658,Boone,5239,Nebraska,28
1659,Box Butte,10772,Nebraska,28
1660,Boyd,1955,Nebraska,28
1661,Brown,2973,Nebraska,28
1662,Buffalo,49615,Nebraska,28
1663,Burt,6488,Nebraska,28
1664,Butler,8058,Nebraska,28
1665,Cass,26159,Nebraska,28
1666,Cedar,8446,Nebraska,28
1667,Chase,3977,Nebraska,28
1668,Cherry,5761,Nebraska,28
1669,Cheyenne,9310,Nebraska,28
1670,Clay,6214,Nebraska,28
1671,Colfax,10881,Nebraska,28
1672,Cuming,8940,Nebraska,28
1673,Custer,10840,Nebraska,28
1674,Dakota,20083,Nebraska,28
1675,Dawes,8716,Nebraska,28
1676,Dawson,23709,Nebraska,28
1677,Deuel,1825,Nebraska,28
1678,Dixon,5709,Nebraska,28
1679,Dodge,36791,Nebraska,28
1680,Douglas,566880,Nebraska,28
1681,Dundy,1770,Nebraska,28
1682,Fillmore,5527,Nebraska,28
1683,Franklin,3023,Nebraska,28
1684,Frontier,2608,Nebraska,28
1685,Furnas,4715,Nebraska,28
1686,Gage,21493,Nebraska,28
1687,Garden,1897,Nebraska,28
1688,Garfield,1987,Nebraska,28
1689,Gosper,1996,Nebraska,28
1690,Grant,660,Nebraska,28
1691,Greeley,2356,Nebraska,28
1692,Hall,61607,Nebraska,28
1693,Hamilton,9280,Nebraska,28
1694,Harlan,3401,Nebraska,28
1695,Hayes,916,Nebraska,28
1696,Hitchcock,2806,Nebraska,28
1697,Holt,10178,Nebraska,28
1698,Hooker,682,Nebraska,28
1699,Howard,6468,Nebraska,28
1700,Jefferson,7097,Nebraska,28
1701,Johnson,5134,Nebraska,28
1702,Kearney,6544,Nebraska,28
1703,Keith,8021,Nebraska,28
1704,Keya Paha,810,Nebraska,28
1705,Kimball,3618,Nebraska,28
1706,Knox,8419,Nebraska,28
1707,Lancaster,317272,Nebraska,28
1708,Lincoln,35185,Nebraska,28
1709,Logan,749,Nebraska,28
1710,Loup,618,Nebraska,28
1711,McPherson,492,Nebraska,28
1712,Madison,35392,Nebraska,28
1713,Merrick,7733,Nebraska,28
1714,Morrill,4686,Nebraska,28
1715,Nance,3532,Nebraska,28
1716,Nemaha,6958,Nebraska,28
1717,Nuckolls,4195,Nebraska,28
1718,Otoe,15985,Nebraska,28
1719,Pawnee,2632,Nebraska,28
1720,Perkins,2929,Nebraska,28
1721,Phelps,8996,Nebraska,28
1722,Pierce,7142,Nebraska,28
1723,Platte,33363,Nebraska,28
1724,Polk,5278,Nebraska,28
1725,Red Willow,10726,Nebraska,28
1726,Richardson,7937,Nebraska,28
1727,Rock,1360,Nebraska,28
1728,Saline,14350,Nebraska,28
1729,Sarpy,184459,Nebraska,28
1730,Saunders,21303,Nebraska,28
1731,Scotts Bluff,35989,Nebraska,28
1732,Seward,17318,Nebraska,28
1733,Sheridan,5190,Nebraska,28
1734,Sherman,3038,Nebraska,28
1735,Sioux,1187,Nebraska,28
1736,Stanton,5970,Nebraska,28
1737,Thayer,5039,Nebraska,28
1738,Thomas,720,Nebraska,28
1739,Thurston,7303,Nebraska,28
1740,Valley,4190,Nebraska,28
1741,Washington,20667,Nebraska,28
1742,Wayne,9403,Nebraska,28
1743,Webster,3533,Nebraska,28
1744,Wheeler,805,Nebraska,28
1745,York,13772,Nebraska,28
1746,Churchill,24440,Nevada,29
1747,Clark,2231647,Nevada,29
1748,Douglas,48467,Nevada,29
1749,Elko,52460,Nevada,29
1750,Esmeralda,826,Nevada,29
1751,Eureka,2003,Nevada,29
1752,Humboldt,16786,Nevada,29
1753,Lander,5575,Nevada,29
1754,Lincoln,5201,Nevada,29
1755,Lyon,55808,Nevada,29
1756,Mineral,4514,Nevada,29
1757,Nye,45346,Nevada,29
1758,Pershing,6666,Nevada,29
1759,Storey,4029,Nevada,29
1760,Washoe,465735,Nevada,29
1761,White Pine,9475,Nevada,29
1762,Carson City,55414,Nevada,29
1763,Belknap,61022,New Hampshire,30
1764,Carroll,48779,New Hampshire,30
1765,Cheshire,76493,New Hampshire,30
1766,Coos,31589,New Hampshire,30
1767,Grafton,89786,New Hampshire,30
1768,Hillsborough,415247,New Hampshire,30
1769,Merrimack,151132,New Hampshire,30
1770,Rockingham,309176,New Hampshire,30
1771,Strafford,130090,New Hampshire,30
1772,Sullivan,43144,New Hampshire,30
1773,Atlantic,265429,New Jersey,31
1774,Bergen,936692,New Jersey,31
1775,Burlington,445384,New Jersey,31
1776,Camden,507078,New Jersey,31
1777,Cape May,92560,New Jersey,31
1778,Cumberland,150972,New Jersey,31
1779,Essex,799767,New Jersey,31
1780,Gloucester,291408,New Jersey,31
1781,Hudson,676061,New Jersey,31
1782,Hunterdon,124714,New Jersey,31
1783,Mercer,369811,New Jersey,31
1784,Middlesex,829685,New Jersey,31
1785,Monmouth,621354,New Jersey,31
1786,Morris,494228,New Jersey,31
1787,Ocean,601651,New Jersey,31
1788,Passaic,503310,New Jersey,31
1789,Salem,62607,New Jersey,31
1790,Somerset,331164,New Jersey,31
1791,Sussex,140799,New Jersey,31
1792,Union,558067,New Jersey,31
1793,Warren,105779,New Jersey,31
1794,Bernalillo,678701,New Mexico,32
1795,Catron,3578,New Mexico,32
1796,Chaves,64689,New Mexico,32
1797,Cibola,26746,New Mexico,32
1798,Colfax,12110,New Mexico,32
1799,Curry,49437,New Mexico,32
1800,De Baca,1781,New Mexico,32
1801,Doña Ana,217522,New Mexico,32
1802,Eddy,57900,New Mexico,32
1803,Grant,27346,New Mexico,32
1804,Guadalupe,4341,New Mexico,32
1805,Harding,655,New Mexico,32
1806,Hidalgo,4240,New Mexico,32
1807,Lea,69611,New Mexico,32
1808,Lincoln,19556,New Mexico,32
1809,Los Alamos,19101,New Mexico,32
1810,Luna,23963,New Mexico,32
1811,McKinley,72290,New Mexico,32
1812,Mora,4506,New Mexico,32
1813,Otero,66781,New Mexico,32
1814,Quay,8253,New Mexico,32
1815,Rio Arriba,39006,New Mexico,32
1816,Roosevelt,18743,New Mexico,32
1817,Sandoval,145179,New Mexico,32
1818,San Juan,125043,New Mexico,32
1819,San Miguel,27591,New Mexico,32
1820,Santa Fe,150056,New Mexico,32
1821,Sierra,10968,New Mexico,32
1822,Socorro,16735,New Mexico,32
1823,Taos,32835,New Mexico,32
1824,Torrance,15591,New Mexico,32
1825,Union,4118,New Mexico,32
1826,Valencia,76456,New Mexico,32
1827,Albany,307117,New York,33
1828,Allegany,46430,New York,33
1829,Bronx,1432132,New York,33
1830,Broome,191659,New York,33
1831,Cattaraugus,76840,New York,33
1832,Cayuga,77145,New York,33
1833,Chautauqua,127939,New York,33
1834,Chemung,84254,New York,33
1835,Chenango,47536,New York,33
1836,Clinton,80695,New York,33
1837,Columbia,59916,New York,33
1838,Cortland,47823,New York,33
1839,Delaware,44527,New York,33
1840,Dutchess,293718,New York,33
1841,Erie,919719,New York,33
1842,Essex,37300,New York,33
1843,Franklin,50293,New York,33
1844,Fulton,53591,New York,33
1845,Genesee,57511,New York,33
1846,Greene,47491,New York,33
1847,Hamilton,4434,New York,33
1848,Herkimer,61833,New York,33
1849,Jefferson,111755,New York,33
1850,Kings,2582830,New York,33
1851,Lewis,26447,New York,33
1852,Livingston,63227,New York,33
1853,Madison,70795,New York,33
1854,Monroe,742474,New York,33
1855,Montgomery,49455,New York,33
1856,Nassau,1358343,New York,33
1857,New York City,1628701,New York,33
1858,Niagara,210433,New York,33
1859,Oneida,229577,New York,33
1860,Onondaga,461809,New York,33
1861,Ontario,109864,New York,33
1862,Orange,381951,New York,33
1863,Orleans,40612,New York,33
1864,Oswego,117898,New York,33
1865,Otsego,59749,New York,33
1866,Putnam,98892,New York,33
1867,Queens,2278906,New York,33
1868,Rensselaer,159442,New York,33
1869,Richmond,476179,New York,33
1870,Rockland,325695,New York,33
1871,St. Lawrence,108047,New York,33
1872,Saratoga,230163,New York,33
1873,Schenectady,155350,New York,33
1874,Schoharie,31097,New York,33
1875,Schuyler,17912,New York,33
1876,Seneca,34300,New York,33
1877,Steuben,95796,New York,33
1878,Suffolk,1481093,New York,33
1879,Sullivan,75498,New York,33
1880,Tioga,48560,New York,33
1881,Tompkins,102793,New York,33
1882,Ulster,178599,New York,33
1883,Warren,64265,New York,33
1884,Washington,61197,New York,33
1885,Wayne,90064,New York,33
1886,Westchester,967612,New York,33
1887,Wyoming,40085,New York,33
1888,Yates,24841,New York,33
1889,Alamance,166436,North Carolina,34
1890,Alexander,37353,North Carolina,34
1891,Alleghany,11161,North Carolina,34
1892,Anson,24877,North Carolina,34
1893,Ashe,27109,North Carolina,34
1894,Avery,17505,North Carolina,34
1895,Beaufort,47079,North Carolina,34
1896,Bertie,19026,North Carolina,34
1897,Bladen,33190,North Carolina,34
1898,Brunswick,136744,North Carolina,34
1899,Buncombe,259103,North Carolina,34
1900,Burke,90382,North Carolina,34
1901,Cabarrus,211342,North Carolina,34
1902,Caldwell,82029,North Carolina,34
1903,Camden,10710,North Carolina,34
1904,Carteret,69524,North Carolina,34
1905,Caswell,22698,North Carolina,34
1906,Catawba,158652,North Carolina,34
1907,Chatham,73139,North Carolina,34
1908,Cherokee,28383,North Carolina,34
1909,Chowan,14029,North Carolina,34
1910,Clay,11139,North Carolina,34
1911,Cleveland,97645,North Carolina,34
1912,Columbus,55655,North Carolina,34
1913,Craven,102912,North Carolina,34
1914,Cumberland,332330,North Carolina,34
1915,Currituck,27072,North Carolina,34
1916,Dare,36501,North Carolina,34
1917,Davidson,166614,North Carolina,34
1918,Davie,42733,North Carolina,34
1919,Duplin,58856,North Carolina,34
1920,Durham,316739,North Carolina,34
1921,Edgecombe,52005,North Carolina,34
1922,Forsyth,379099,North Carolina,34
1923,Franklin,67560,North Carolina,34
1924,Gaston,222846,North Carolina,34
1925,Gates,11573,North Carolina,34
1926,Graham,8484,North Carolina,34
1927,Granville,60115,North Carolina,34
1928,Greene,21012,North Carolina,34
1929,Guilford,533670,North Carolina,34
1930,Halifax,50574,North Carolina,34
1931,Harnett,134214,North Carolina,34
1932,Haywood,61971,North Carolina,34
1933,Henderson,116748,North Carolina,34
1934,Hertford,23659,North Carolina,34
1935,Hoke,54764,North Carolina,34
1936,Hyde,5230,North Carolina,34
1937,Iredell,178435,North Carolina,34
1938,Jackson,43327,North Carolina,34
1939,Johnston,202675,North Carolina,34
1940,Jones,9637,North Carolina,34
1941,Lee,61452,North Carolina,34
1942,Lenoir,55976,North Carolina,34
1943,Lincoln,83770,North Carolina,34
1944,McDowell,45507,North Carolina,34
1945,Macon,35285,North Carolina,34
1946,Madison,21763,North Carolina,34
1947,Martin,22671,North Carolina,34
1948,Mecklenburg,1093901,North Carolina,34
1949,Mitchell,15000,North Carolina,34
1950,Montgomery,27271,North Carolina,34
1951,Moore,98682,North Carolina,34
1952,Nash,94016,North Carolina,34
1953,New Hanover,232274,North Carolina,34
1954,Northampton,19676,North Carolina,34
1955,Onslow,197683,North Carolina,34
1956,Orange,146027,North Carolina,34
1957,Pamlico,12670,North Carolina,34
1958,Pasquotank,39639,North Carolina,34
1959,Pender,62162,North Carolina,34
1960,Perquimans,13422,North Carolina,34
1961,Person,39507,North Carolina,34
1962,Pitt,179914,North Carolina,34
1963,Polk,20611,North Carolina,34
1964,Randolph,143351,North Carolina,34
1965,Richmond,44887,North Carolina,34
1966,Robeson,131831,North Carolina,34
1967,Rockingham,90690,North Carolina,34
1968,Rowan,141262,North Carolina,34
1969,Rutherford,66826,North Carolina,34
1970,Sampson,63626,North Carolina,34
1971,Scotland,34810,North Carolina,34
1972,Stanly,62075,North Carolina,34
1973,Stokes,45467,North Carolina,34
1974,Surry,71948,North Carolina,34
1975,Swain,14245,North Carolina,34
1976,Transylvania,34215,North Carolina,34
1977,Tyrrell,4131,North Carolina,34
1978,Union,235908,North Carolina,34
1979,Vance,44582,North Carolina,34
1980,Wake,1092305,North Carolina,34
1981,Warren,19807,North Carolina,34
1982,Washington,11859,North Carolina,34
1983,Watauga,55945,North Carolina,34
1984,Wayne,123248,North Carolina,34
1985,Wilkes,68557,North Carolina,34
1986,Wilson,81455,North Carolina,34
1987,Yadkin,37543,North Carolina,34
1988,Yancey,17903,North Carolina,34
1989,Adams,2294,North Dakota,35
1990,Barnes,10542,North Dakota,35
1991,Benson,6962,North Dakota,35
1992,Billings,919,North Dakota,35
1993,Bottineau,6411,North Dakota,35
1994,Bowman,3076,North Dakota,35
1995,Burke,2100,North Dakota,35
1996,Burleigh,95273,North Dakota,35
1997,Cass,181516,North Dakota,35
1998,Cavalier,3829,North Dakota,35
1999,Dickey,4903,North Dakota,35
2000,Divide,2283,North Dakota,35
2001,Dunn,4332,North Dakota,35
2002,Eddy,2313,North Dakota,35
2003,Emmons,3295,North Dakota,35
2004,Foster,3216,North Dakota,35
2005,Golden Valley,1769,North Dakota,35
2006,Grand Forks,70770,North Dakota,35
2007,Grant,2374,North Dakota,35
2008,Griggs,2232,North Dakota,35
2009,Hettinger,2514,North Dakota,35
2010,Kidder,2450,North Dakota,35
2011,LaMoure,4062,North Dakota,35
2012,Logan,1903,North Dakota,35
2013,McHenry,5816,North Dakota,35
2014,McIntosh,2585,North Dakota,35
2015,McKenzie,13632,North Dakota,35
2016,McLean,9541,North Dakota,35
2017,Mercer,8267,North Dakota,35
2018,Morton,31095,North Dakota,35
2019,Mountrail,10218,North Dakota,35
2020,Nelson,2869,North Dakota,35
2021,Oliver,1952,North Dakota,35
2022,Pembina,6947,North Dakota,35
2023,Pierce,4081,North Dakota,35
2024,Ramsey,11481,North Dakota,35
2025,Ransom,5237,North Dakota,35
2026,Renville,2374,North Dakota,35
2027,Richland,16239,North Dakota,35
2028,Rolette,14301,North Dakota,35
2029,Sargent,3870,North Dakota,35
2030,Sheridan,1349,North Dakota,35
2031,Sioux,4358,North Dakota,35
2032,Slope,763,North Dakota,35
2033,Stark,30997,North Dakota,35
2034,Steele,1903,North Dakota,35
2035,Stutsman,20917,North Dakota,35
2036,Towner,2192,North Dakota,35
2037,Traill,8037,North Dakota,35
2038,Walsh,10667,North Dakota,35
2039,Ward,67744,North Dakota,35
2040,Wells,3957,North Dakota,35
2041,Williams,35350,North Dakota,35
2042,Adams,27724,Ohio,36
2043,Allen,102663,Ohio,36
2044,Ashland,53745,Ohio,36
2045,Ashtabula,97493,Ohio,36
2046,Athens,65818,Ohio,36
2047,Auglaize,45804,Ohio,36
2048,Belmont,67505,Ohio,36
2049,Brown,43602,Ohio,36
2050,Butler,382378,Ohio,36
2051,Carroll,27081,Ohio,36
2052,Champaign,38754,Ohio,36
2053,Clark,134585,Ohio,36
2054,Clermont,205466,Ohio,36
2055,Clinton,42057,Ohio,36
2056,Columbiana,102665,Ohio,36
2057,Coshocton,36629,Ohio,36
2058,Crawford,41550,Ohio,36
2059,Cuyahoga,1243857,Ohio,36
2060,Darke,51323,Ohio,36
2061,Defiance,38165,Ohio,36
2062,Delaware,204826,Ohio,36
2063,Erie,74615,Ohio,36
2064,Fairfield,155782,Ohio,36
2065,Fayette,28666,Ohio,36
2066,Franklin,1310300,Ohio,36
2067,Fulton,42276,Ohio,36
2068,Gallia,29979,Ohio,36
2069,Geauga,94031,Ohio,36
2070,Greene,167995,Ohio,36
2071,Guernsey,39022,Ohio,36
2072,Hamilton,816684,Ohio,36
2073,Hancock,75930,Ohio,36
2074,Hardin,31480,Ohio,36
2075,Harrison,15174,Ohio,36
2076,Henry,27086,Ohio,36
2077,Highland,43058,Ohio,36
2078,Hocking,28385,Ohio,36
2079,Holmes,43892,Ohio,36
2080,Huron,58504,Ohio,36
2081,Jackson,32384,Ohio,36
2082,Jefferson,65767,Ohio,36
2083,Knox,61893,Ohio,36
2084,Lake,230514,Ohio,36
2085,Lawrence,59866,Ohio,36
2086,Licking,175769,Ohio,36
2087,Logan,45358,Ohio,36
2088,Lorain,309461,Ohio,36
2089,Lucas,429899,Ohio,36
2090,Madison,44413,Ohio,36
2091,Mahoning,229642,Ohio,36
2092,Marion,65256,Ohio,36
2093,Medina,179146,Ohio,36
2094,Meigs,23106,Ohio,36
2095,Mercer,40959,Ohio,36
2096,Miami,106222,Ohio,36
2097,Monroe,13790,Ohio,36
2098,Montgomery,532331,Ohio,36
2099,Morgan,14604,Ohio,36
2100,Morrow,35112,Ohio,36
2101,Muskingum,86183,Ohio,36
2102,Noble,14354,Ohio,36
2103,Ottawa,40769,Ohio,36
2104,Paulding,18760,Ohio,36
2105,Perry,36033,Ohio,36
2106,Pickaway,58086,Ohio,36
2107,Pike,28067,Ohio,36
2108,Portage,162927,Ohio,36
2109,Preble,40997,Ohio,36
2110,Putnam,33780,Ohio,36
2111,Richland,121099,Ohio,36
2112,Ross,76931,Ohio,36
2113,Sandusky,58799,Ohio,36
2114,Scioto,75502,Ohio,36
2115,Seneca,55207,Ohio,36
2116,Shelby,48627,Ohio,36
2117,Stark,371574,Ohio,36
2118,Summit,541918,Ohio,36
2119,Trumbull,198627,Ohio,36
2120,Tuscarawas,92176,Ohio,36
2121,Union,57835,Ohio,36
2122,Van Wert,28281,Ohio,36
2123,Vinton,13139,Ohio,36
2124,Warren,232173,Ohio,36
2125,Washington,60155,Ohio,36
2126,Wayne,115967,Ohio,36
2127,Williams,36804,Ohio,36
2128,Wood,130696,Ohio,36
2129,Wyandot,21935,Ohio,36
2130,Adair,22082,Oklahoma,37
2131,Alfalfa,5754,Oklahoma,37
2132,Atoka,13838,Oklahoma,37
2133,Beaver,5319,Oklahoma,37
2134,Beckham,21709,Oklahoma,37
2135,Blaine,9485,Oklahoma,37
